DATE_TIME,AC_POWER,DC_POWER,DAILY_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,VILLAGE_DEMAND_KW,SOLAR_POWER_KW,NET_BALANCE_KW,HOUR,DAY_OF_WEEK,IS_DAYTIME,SOLAR_NORM,DEMAND_NORM,IRRAD_NORM,HOUR_SIN,HOUR_COS,DATE,EPISODE,STEP
2020-05-15 00:00:00,0.0,0.0,0.0,25.184316133333333,22.8575074,0.0,9.75435080861847,0.0,-9.75435080861847,0,4,0,0.0,0.38808622226032435,0.0,0.0,1.0,2020-05-15,0,0
2020-05-15 00:15:00,0.0,0.0,0.0,25.08458866666667,22.761667866666663,0.0,10.574732005669965,0.0,-10.574732005669965,0,4,0,0.0,0.4207258766897932,0.0,0.0,1.0,2020-05-15,0,1
2020-05-15 00:30:00,0.0,0.0,0.0,24.935752600000004,22.59230553333333,0.0,9.376673541938016,0.0,-9.376673541938016,0,4,0,0.0,0.373059969203061,0.0,0.0,1.0,2020-05-15,0,2
2020-05-15 00:45:00,0.0,0.0,0.0,24.8461304,22.36085213333333,0.0,9.333123634821577,0.0,-9.333123634821577,0,4,0,0.0,0.3713272942906851,0.0,0.0,1.0,2020-05-15,0,3
2020-05-15 01:00:00,0.0,0.0,0.0,24.621525357142858,22.165422642857145,0.0,12.35893668723223,0.0,-12.35893668723223,1,4,0,0.0,0.49171217482404644,0.0,0.25881904510252074,0.9659258262890683,2020-05-15,0,4
2020-05-15 01:15:00,0.0,0.0,0.0,24.5360922,21.968570866666667,0.0,11.6720870008447,0.0,-11.6720870008447,1,4,0,0.0,0.4643851998894041,0.0,0.25881904510252074,0.9659258262890683,2020-05-15,0,5
2020-05-15 01:30:00,0.0,0.0,0.0,24.638673866666664,22.352925666666668,0.0,10.111489458784048,0.0,-10.111489458784048,1,4,0,0.0,0.40229532671896756,0.0,0.25881904510252074,0.9659258262890683,2020-05-15,0,6
2020-05-15 01:45:00,0.0,0.0,0.0,24.87302233333333,23.1609192,0.0,10.338095416333385,0.0,-10.338095416333385,1,4,0,0.0,0.41131106254111,0.0,0.25881904510252074,0.9659258262890683,2020-05-15,0,7
2020-05-15 02:00:00,0.0,0.0,0.0,24.936930466666663,23.026113,0.0,10.922827233434004,0.0,-10.922827233434004,2,4,0,0.0,0.4345751798961566,0.0,0.49999999999999994,0.8660254037844387,2020-05-15,0,8
2020-05-15 02:15:00,0.0,0.0,0.0,25.0122476,23.343229266666665,0.0,11.495722345223701,0.0,-11.495722345223701,2,4,0,0.0,0.4573683625536255,0.0,0.49999999999999994,0.8660254037844387,2020-05-15,0,9
2020-05-15 02:30:00,0.0,0.0,0.0,25.005149333333332,23.639459266666663,0.0,11.20862992867811,0.0,-11.20862992867811,2,4,0,0.0,0.44594611482409713,0.0,0.49999999999999994,0.8660254037844387,2020-05-15,0,10
2020-05-15 02:45:00,0.0,0.0,0.0,24.993019533333328,24.0394858,0.0,8.444545017607394,0.0,-8.444545017607394,2,4,0,0.0,0.3359743399524767,0.0,0.49999999999999994,0.8660254037844387,2020-05-15,0,11
2020-05-15 03:00:00,0.0,0.0,0.0,25.016309428571425,24.384135571428573,0.0,10.33002722665027,0.0,-10.33002722665027,3,4,0,0.0,0.4109900618598721,0.0,0.7071067811865476,0.7071067811865476,2020-05-15,0,12
2020-05-15 03:15:00,0.0,0.0,0.0,24.985215266666664,24.35150773333333,0.0,10.274821525774149,0.0,-10.274821525774149,3,4,0,0.0,0.4087936499898666,0.0,0.7071067811865476,0.7071067811865476,2020-05-15,0,13
2020-05-15 03:30:00,0.0,0.0,0.0,24.93773193333333,24.060296533333336,0.0,11.623900855172469,0.0,-11.623900855172469,3,4,0,0.0,0.4624680677699914,0.0,0.7071067811865476,0.7071067811865476,2020-05-15,0,14
2020-05-15 03:45:00,0.0,0.0,0.0,24.87909953333333,23.709794133333336,0.0,11.064911337545716,0.0,-11.064911337545716,3,4,0,0.0,0.44022813254157894,0.0,0.7071067811865476,0.7071067811865476,2020-05-15,0,15
2020-05-15 04:00:00,0.0,0.0,0.0,24.6789022,22.58994153333333,0.0,8.0,0.0,-8.0,4,4,0,0.0,0.31828768915502215,0.0,0.8660254037844386,0.5000000000000001,2020-05-15,0,16
2020-05-15 04:15:00,0.0,0.0,0.0,24.3519308,21.78364253333333,0.0,9.562627218501046,0.0,-9.562627218501046,4,4,0,0.0,0.3804583149534519,0.0,0.8660254037844386,0.5000000000000001,2020-05-15,0,17
2020-05-15 04:30:00,0.0,0.0,0.0,24.0626222,21.85252493333333,0.0,12.024705282611674,0.0,-12.024705282611674,4,4,0,0.0,0.4784144571465822,0.0,0.8660254037844386,0.5000000000000001,2020-05-15,0,18
2020-05-15 04:45:00,0.0,0.0,0.0,24.013224200000003,22.306315,0.0,9.524577009307441,0.0,-9.524577009307441,4,4,0,0.0,0.3789444508089397,0.0,0.8660254037844386,0.5000000000000001,2020-05-15,0,19
2020-05-15 05:00:00,0.0,0.0,0.0,24.1771058,22.551908466666664,0.0,9.463400230756427,0.0,-9.463400230756427,5,4,0,0.0,0.3765104738745709,0.0,0.9659258262890683,0.25881904510252074,2020-05-15,0,20
2020-05-15 05:15:00,0.0,0.0,0.0,24.304888,22.979492071428577,0.0,10.800323821330883,0.0,-10.800323821330883,5,4,0,0.0,0.4297012639021682,0.0,0.9659258262890683,0.25881904510252074,2020-05-15,0,21
2020-05-15 05:30:00,0.0,0.0,0.0,24.328727266666665,23.452380466666668,0.0,14.33810203955098,0.0,-14.33810203955098,5,4,0,0.0,0.570455170629699,0.0,0.9659258262890683,0.25881904510252074,2020-05-15,0,22
2020-05-15 05:45:00,0.0,0.0,0.0,24.28921113333333,23.09669193333333,0.0008627212413333,9.57012205795556,0.0,-9.57012205795556,5,4,0,0.0,0.38075650434477254,0.0008627203786129215,0.9659258262890683,0.25881904510252074,2020-05-15,0,23
2020-05-15 06:00:00,90.929166668,942.14880953,0.0,24.088446066666663,22.2067566,0.0058869571866666,10.660848068717208,0.090929166668,-10.569918902049208,6,4,0,0.003365261245282871,0.42415208702809765,0.005886951299715301,1.0,6.123233995736766e-17,2020-05-15,0,24
2020-05-15 06:15:00,593.33869048,6142.1011903,61.261904762,24.01163526666667,22.35345866666667,0.0222816074666666,12.311597199106961,0.59333869048,-11.718258508626962,6,4,0,0.02195928736144384,0.48982872778889974,0.022281585185081415,1.0,6.123233995736766e-17,2020-05-15,0,25
2020-05-15 06:30:00,1480.19464286,15271.1547618,324.529761903,23.976731266666665,22.893282,0.0494097238666666,13.609660947878512,1.48019464286,-12.12946630501851,6,4,0,0.054781560742545414,0.54147344166045,0.049409674456992146,1.0,6.123233995736766e-17,2020-05-15,0,26
2020-05-15 06:45:00,2790.4482143,28626.589287,819.5059523699999,24.21899,24.442443933333333,0.0953944536,15.206860099496645,2.7904482143,-12.416411885196645,6,4,1,0.10327365329146186,0.6050195450465622,0.0953943582056418,1.0,6.123233995736766e-17,2020-05-15,0,27
2020-05-15 07:00:00,4052.6621428999997,41345.914287,1717.74999999,24.5373984,27.185652866666665,0.1419404433333333,16.066434930456733,4.0526621429,-12.013772787556732,7,4,1,0.14998781303607847,0.6392185558718254,0.14194030139303193,0.9659258262890683,-0.25881904510252063,2020-05-15,0,28
2020-05-15 07:15:00,4368.7226191,44564.20833,2751.9761904,24.8159595,28.888477857142853,0.1547126757142856,19.160967772227032,4.3687226191,-14.792245153127032,7,4,1,0.16168511667029095,0.7623375192744994,0.1547125210017646,0.9659258262890683,-0.25881904510252063,2020-05-15,0,29
